   3.0000000000000000        6.5740801898933429E-002 -0.19268280957853165     
   3.0100000000000002        6.3839551996394281E-002 -0.18758867381705480     
   3.0200000000000000        6.1988603535843227E-002 -0.18262200647557753     
   3.0300000000000002        6.0186697155276331E-002 -0.17777975495821197     
   3.0400000000000000        5.8432603665985940E-002 -0.17305893693901586     
   3.0500000000000003        5.6725123357681845E-002 -0.16845663880347661     
   3.0600000000000001        5.5063085319030529E-002 -0.16397001412336204     
   3.0700000000000003        5.3445346773281222E-002 -0.15959628216424390     
   3.0800000000000001        5.1870792428657164E-002 -0.15533272642502219     
   3.0899999999999999        5.0338333843193396E-002 -0.15117669320878158     
   3.1000000000000001        4.8846908803712660E-002 -0.14712559022433350     
   3.1099999999999999        4.7395480718635301E-002 -0.14317688521780708     
   3.1200000000000001        4.5983038024324657E-002 -0.13932810463366027     
   3.1299999999999999        4.4608593604679107E-002 -0.13557683230450684     
   3.1400000000000001        4.3271184223682840E-002 -0.13192070816915205     
   3.1499999999999999        4.1969869970639131E-002 -0.12835742701825734     
   3.1600000000000001        4.0703733717809908E-002 -0.12488473726705142     
   3.1699999999999999        3.9471880590196476E-002 -0.12150043975453112     
   3.1800000000000002        3.8273437447196967E-002 -0.11820238656859254     
   3.1899999999999999        3.7107552375886234E-002 -0.11498847989655830     
   3.2000000000000002        3.5973394195664740E-002 -0.11185667090056396     
   3.2100000000000000        3.4870151974032045E-002 -0.10880495861728912     
   3.2200000000000002        3.3797034553243059E-002 -0.10583138888152159     
   3.2300000000000000        3.2753270087611940E-002 -0.10293405327305659     
   3.2400000000000002        3.1738105591231781E-002 -0.10011108808644147     
   3.2500000000000000        3.0750806495885373E-002  -9.7360673323089619E-002
   3.2600000000000002        2.9790656218924131E-002  -9.4681031705290658E-002
   3.2700000000000000        2.8856955740900147E-002  -9.2070427711661754E-002
   3.2800000000000002        2.7949023192737659E-002  -8.9527166633585856E-002
   3.2900000000000000        2.7066193452237739E-002  -8.7049593652199192E-002
   3.3000000000000003        2.6207817749711548E-002  -8.4636092935493248E-002
   3.3100000000000001        2.5373263282544297E-002  -8.2285086755110121E-002
   3.3200000000000003        2.4561912838494002E-002  -7.9995034622414585E-002
   3.3300000000000001        2.3773164427535375E-002  -7.7764432443439044E-002
   3.3399999999999999        2.3006430922061075E-002  -7.5591811692300476E-002
   3.3500000000000001        2.2261139705258313E-002  -7.3475738602702290E-002
   3.3599999999999999        2.1536732327481715E-002  -7.1414813377138259E-002
   3.3700000000000001        2.0832664170446824E-002  -6.9407669413423065E-002
   3.3799999999999999        2.0148404119073541E-002  -6.7452972548185663E-002
   3.3900000000000001        1.9483434240811184E-002  -6.5549420316964216E-002
   3.3999999999999999        1.8837249472281072E-002  -6.3695741230552799E-002
   3.4100000000000001        1.8209357313075703E-002  -6.1890694067253643E-002
   3.4199999999999999        1.7599277526557582E-002  -6.0133067180700002E-002
   3.4300000000000002        1.7006541847502984E-002  -5.8421677822916220E-002
